Name	Coefficient	Coefficient_std_error	Coefficient_P_value	partition
Brain_Putamen_(basal_ganglia)	3.98124110501e-09	6.57034191777e-09	0.272276887725	17
Brain_Nucleus_accumbens_(basal_ganglia)	1.99045895487e-09	5.30580923877e-09	0.353775534546	17
Brain_Caudate_(basal_ganglia)	1.47092557873e-09	5.9388053651e-09	0.402190856128	17
Brain_Substantia_nigra	8.60964254083e-10	5.86873456917e-09	0.441683004263	17
Brain_Hypothalamus	-1.92352127766e-09	4.77390979956e-09	0.656497812717	17
Brain_Hippocampus	-3.1275601608e-09	5.00535262301e-09	0.733962987265	17
Brain_Anterior_cingulate_cortex_(BA24)	-5.65327434762e-09	4.85845240505e-09	0.877706053438	17
Brain_Cortex	-8.63247402143e-09	5.6807322831e-09	0.935694966886	17
Brain_Frontal_Cortex_(BA9)	-9.47635825117e-09	4.37790995239e-09	0.98479025995	17
Brain_Spinal_cord_(cervical_c-1)	-1.4612261778e-08	6.00698297854e-09	0.992503454338	17
Brain_Putamen_(basal_ganglia)	4.2482830692e-09	4.62315610151e-09	0.179070266779	18
Brain_Amygdala	3.46447589116e-09	4.24464438657e-09	0.20719307088	18
Brain_Cortex	2.63682002868e-09	4.8005092164e-09	0.291406917789	18
Brain_Hippocampus	1.4016560444e-09	4.11993584084e-09	0.366848035924	18
Brain_Cerebellum	9.56347975604e-10	5.24113220483e-09	0.42760705396	18
Brain_Frontal_Cortex_(BA9)	-2.04359103053e-10	4.22087114434e-09	0.519307778658	18
Brain_Spinal_cord_(cervical_c-1)	-5.89353799962e-10	4.72513809646e-09	0.549630285013	18
Brain_Nucleus_accumbens_(basal_ganglia)	-5.98310781614e-10	4.03444695795e-09	0.558947217046	18
Brain_Caudate_(basal_ganglia)	-8.6804278231e-10	4.12544265301e-09	0.583326949684	18
Brain_Cerebellar_Hemisphere	-1.73987635143e-09	4.77632473661e-09	0.642172154972	18
Brain_Substantia_nigra	-3.26125913758e-09	4.9462161337e-09	0.745162631456	18
Brain_Anterior_cingulate_cortex_(BA24)	-2.70275742246e-09	3.97990009243e-09	0.751463327403	18
Brain_Hypothalamus	-1.03490180229e-08	4.39751218132e-09	0.990698198844	18
Brain_Hypothalamus	4.96089611332e-09	3.95776921204e-09	0.105019600311	19
Brain_Substantia_nigra	2.54361188564e-09	5.07260272522e-09	0.308030332892	19
Brain_Cortex	2.27579842854e-09	5.14247370887e-09	0.329045861491	19
Brain_Nucleus_accumbens_(basal_ganglia)	1.63215745116e-09	4.42329513734e-09	0.356067102388	19
Brain_Spinal_cord_(cervical_c-1)	1.32303431427e-09	4.97136415462e-09	0.395069145008	19
Brain_Frontal_Cortex_(BA9)	-7.04310738494e-10	3.93182601553e-09	0.571082460834	19
Brain_Amygdala	-1.37206483871e-09	4.34419415386e-09	0.623937546809	19
Brain_Hippocampus	-2.06430450703e-09	4.47915415727e-09	0.677553799937	19
Brain_Caudate_(basal_ganglia)	-2.50251278284e-09	4.63907631705e-09	0.705209059461	19
Brain_Cerebellum	-2.77953153822e-09	4.65598963125e-09	0.724739550602	19
Brain_Putamen_(basal_ganglia)	-4.76835046961e-09	5.38312322227e-09	0.812136339832	19
Brain_Cerebellar_Hemisphere	-4.93289928049e-09	4.71374211055e-09	0.852333319123	19
Brain_Anterior_cingulate_cortex_(BA24)	-5.28320950149e-09	4.13994621554e-09	0.899049481776	19
Brain_Hypothalamus	8.97668602205e-09	5.66947449961e-09	0.0566723916887	20
Brain_Cerebellum	1.0368941526e-08	7.17149368618e-09	0.0741089081343	20
Brain_Cortex	5.16010027733e-09	6.37799071518e-09	0.209243784525	20
Brain_Anterior_cingulate_cortex_(BA24)	2.08707737955e-09	5.41458439607e-09	0.349950255608	20
Brain_Amygdala	1.82263915219e-09	5.61498392499e-09	0.372740877616	20
Brain_Cerebellar_Hemisphere	1.10384356456e-10	5.82319440595e-09	0.492438110999	20
Brain_Frontal_Cortex_(BA9)	-1.45097895086e-09	5.20337413709e-09	0.609821362181	20
Brain_Hippocampus	-4.27560327051e-09	5.81968635386e-09	0.768732594141	20
Brain_Nucleus_accumbens_(basal_ganglia)	-5.53024000809e-09	5.70972957864e-09	0.833618678841	20
Brain_Putamen_(basal_ganglia)	-8.8161774713e-09	4.96127238496e-09	0.962215821107	20
Brain_Caudate_(basal_ganglia)	-1.0097965397e-08	5.14696093218e-09	0.975114550794	20
Brain_Spinal_cord_(cervical_c-1)	-1.45054495761e-08	6.40852067203e-09	0.98819641924	20
Brain_Substantia_nigra	-1.41916759122e-08	6.18838640375e-09	0.989083930179	20
Brain_Amygdala	6.09841714144e-09	4.36992457642e-09	0.0814260963274	21
Brain_Hypothalamus	4.18724585454e-09	4.75405085113e-09	0.189219993758	21
Brain_Putamen_(basal_ganglia)	2.76241902032e-09	4.52546131338e-09	0.270792768114	21
Brain_Substantia_nigra	2.88729135132e-09	5.20027929704e-09	0.289372602949	21
Brain_Caudate_(basal_ganglia)	1.52499180971e-09	4.08291827094e-09	0.354386182862	21
Brain_Frontal_Cortex_(BA9)	1.53137245493e-09	4.151082084e-09	0.356097695284	21
Brain_Cortex	1.03218335299e-09	4.40156756146e-09	0.40729702692	21
Brain_Anterior_cingulate_cortex_(BA24)	6.34309121169e-10	3.89784073985e-09	0.43536414932	21
Brain_Nucleus_accumbens_(basal_ganglia)	-3.31061154491e-10	4.03590501718e-09	0.532688164082	21
Brain_Hippocampus	-3.94354969554e-10	4.79686492997e-09	0.532760529114	21
Brain_Spinal_cord_(cervical_c-1)	-8.17863924714e-10	5.13121118364e-09	0.56331920485	21
Brain_Cerebellum	-3.43448420711e-09	5.92746173725e-09	0.718846771051	21
Brain_Cerebellar_Hemisphere	-9.98792691452e-09	5.27701467192e-09	0.970802640365	21
Brain_Cerebellum	4.88394098173e-09	8.01671899624e-09	0.271189501379	22
Brain_Putamen_(basal_ganglia)	1.95069287541e-09	6.020108852e-09	0.372957849271	22
Brain_Cerebellar_Hemisphere	1.75464584446e-09	7.04081936101e-09	0.401598993663	22
Brain_Amygdala	1.05770773697e-09	5.35773343537e-09	0.421750608157	22
Brain_Hippocampus	3.96979810492e-10	5.59236428811e-09	0.471704431865	22
Brain_Hypothalamus	-1.67082260684e-09	5.43651233941e-09	0.620705247216	22
